algorithm,model,round,rmse,mae,r2
FedProx,AutoInt,23,0.2681240279137736,0.2467597593244014,-21819.446899659604
FedProx,AutoInt,24,0.2515955643589241,0.2301376199575635,-21650.075688644534
FedProx,AutoInt,25,0.2720315902792277,0.2512286171736114,-25588.234794916712
FedProx,TabNet,1,0.5035989514212045,0.3966858334616743,-3282.112787471295
FedProx,TabNet,2,0.3753563010257352,0.3037225511612498,-4033.922747821506
FedProx,TabNet,3,0.3351742486216798,0.2741953407942935,-4872.656174083167
FedProx,TabNet,4,0.3165689927215716,0.2598794196422992,-5318.433866177376
FedProx,TabNet,5,0.3062086441130434,0.2525527208572112,-5829.824419370226
FedProx,TabNet,6,0.2986391386148495,0.2479682026827063,-6361.204890254512
FedProx,TabNet,7,0.2931884685573658,0.2450233165744318,-6896.276554013807
FedProx,TabNet,8,0.28886196139274,0.2428901912562667,-7520.06011243361
FedProx,TabNet,9,0.2854668659206104,0.241434403510211,-8195.25137322146
FedProx,TabNet,10,0.2826129307548407,0.2403845808784656,-8912.321396395277
FedProx,TabNet,11,0.28008781449288,0.239482191985437,-9703.93812225992
FedProx,TabNet,12,0.2778721049044872,0.2387627988320453,-10469.122917753532
FedProx,TabNet,13,0.2759266798213242,0.2381116185068874,-11221.873689193926
FedProx,TabNet,14,0.2742080578740429,0.2375381096857084,-11911.56872767011
FedProx,TabNet,15,0.2726298417659186,0.2369948259189803,-12522.76163974085
FedProx,TabNet,16,0.2711476073607965,0.2364476642887286,-13086.675729242066
FedProx,TabNet,17,0.2698904241632311,0.236029639997256,-13658.186308859104
FedProx,TabNet,18,0.2686384332333721,0.2355320231435797,-14246.28530031516
FedProx,TabNet,19,0.2675421261211254,0.2350900149224931,-14746.831200695206
FedProx,TabNet,20,0.2665197931907124,0.2346337508338197,-15257.214509953095
FedProx,TabNet,21,0.2656316267392812,0.234275177959189,-15742.487474914176
FedProx,TabNet,22,0.2647501168209084,0.2338903724675857,-16128.694337195378
FedProx,TabNet,23,0.263992847432389,0.2335724688555737,-16558.286714451595
FedProx,TabNet,24,0.2633534587788786,0.2332881101536415,-16939.77990051648
FedProx,TabNet,25,0.2627911038212744,0.2330631453458789,-17293.652970880532
FedProx,MSARv3,1,0.2370462054447279,0.2172736279103374,-27837.057636626367
FedProx,MSARv3,2,0.2309115790317378,0.2104136817982201,-14805.955515298358
FedProx,MSARv3,3,0.2219337283245992,0.202643747096112,-16977.718066284233
FedProx,MSARv3,4,0.2245131543049816,0.2040476603515328,-15898.415063456618
FedProx,MSARv3,5,0.2242337991251004,0.2049471318381323,-15485.26847115887
FedProx,MSARv3,6,0.2257686095412802,0.2062926779653359,-16196.600739981042
FedProx,MSARv3,7,0.2274201704480209,0.2077919002524159,-16841.017212500683
FedProx,MSARv3,8,0.2281718871565689,0.2090091788208338,-16868.37428523912
FedProx,MSARv3,9,0.230164000518222,0.2110679976655226,-17162.168055210048
FedProx,MSARv3,10,0.2307989995954394,0.2116085361486369,-17881.76217940612
FedProx,MSARv3,11,0.2326319146993188,0.2136924886693016,-17702.01375974293
FedProx,MSARv3,12,0.2333259721222048,0.2145743814734038,-18672.532581141622
FedProx,MSARv3,13,0.2350080413124921,0.2157211192672407,-19800.539078639555
FedProx,MSARv3,14,0.2370676310297528,0.2180809822909023,-20329.85077674611
FedProx,MSARv3,15,0.2383842742400439,0.2192972256607246,-20933.739658719416
FedProx,MSARv3,16,0.2386935183924938,0.2195418208104236,-21271.18011181384
FedProx,MSARv3,17,0.2412888060361232,0.22242791945465,-21492.93265999893
FedProx,MSARv3,18,0.2428915935930265,0.2238813788746279,-23343.227739997823
FedProx,MSARv3,19,0.2442496781446173,0.2245624978062557,-25185.33155534137
FedProx,MSARv3,20,0.2441400493824036,0.2251135338431712,-23529.71758881688
FedProx,MSARv3,21,0.2456575619073589,0.2263790315347731,-25063.97045015241
FedProx,MSARv3,22,0.2467602917999023,0.2276806933887185,-25273.10661049425
FedProx,MSARv3,23,0.248495468535679,0.2293366739667153,-25935.15244749937
FedProx,MSARv3,24,0.2484272681546235,0.2287668943378963,-26703.28825469428
FedProx,MSARv3,25,0.2496319476145844,0.2302994490167378,-25490.56503142707
FedAdam,Linear,1,1.3442055563766435,1.174930142340216,-794159.4539904201
FedAdam,Linear,2,1.2510525583435017,1.0974133077530952,-644483.9904828063
FedAdam,Linear,3,1.1475568068139594,1.0118435118445612,-503276.1586352652
FedAdam,Linear,4,1.038632642295909,0.9202952865766516,-379526.4908137062
FedAdam,Linear,5,0.928316568134186,0.8254526208804656,-271023.5506511011
FedAdam,Linear,6,0.8222567269411137,0.7344754189514737,-182489.46796339468
FedAdam,Linear,7,0.7243974359155827,0.6526104091079038,-111972.87694829796
FedAdam,Linear,8,0.6398534524228182,0.5782566780260452,-60089.94043508439
FedAdam,Linear,9,0.5709857997342594,0.5105742647955832,-29645.495521853805
FedAdam,Linear,10,0.5157375865223608,0.4524647982394967,-17015.69985152045
FedAdam,Linear,11,0.4691836076362478,0.4065384903042094,-11465.759035871402
FedAdam,Linear,12,0.4286220509865626,0.3683123440859816,-6900.708559099945
FedAdam,Linear,13,0.395195451999774,0.3378405132067434,-3395.229878350176
FedAdam,Linear,14,0.3717462366802004,0.3187832924257472,-2193.1215604034583
FedAdam,Linear,15,0.3584535985234326,0.3105732677324375,-4776.136982728392
FedAdam,Linear,16,0.3542727031653322,0.3066282489702027,-11739.717140985498
FedAdam,Linear,17,0.3577917141908641,0.3067607781170541,-22208.85182696445
FedAdam,Linear,18,0.3657379154536068,0.3115430729879436,-33111.018798942096
FedAdam,Linear,19,0.3743356872182197,0.3184973400066523,-40773.20568186957
FedAdam,Linear,20,0.381138459632257,0.323965058778208,-43682.8616159067
FedAdam,Linear,21,0.3852307112763422,0.3269656510051398,-42028.69987039114
FedAdam,Linear,22,0.386338847837308,0.3272987608069485,-36536.58667204544
FedAdam,Linear,23,0.3849488092161047,0.3261979004672625,-29293.239953718203
FedAdam,Linear,24,0.3815697534012932,0.3239711607906227,-22422.66559645581
FedAdam,Linear,25,0.3770374684244992,0.3215596470032509,-17660.936245242825
FedAdam,MLP,1,0.3979911088933856,0.3349659902637788,-189072.0166972429
FedAdam,MLP,2,0.4861794473575103,0.4232684352904924,-280317.8058167945
FedAdam,MLP,3,0.3845826768188604,0.3398025668830151,-123075.5717658938
FedAdam,MLP,4,0.3488441950965067,0.3102721546257736,-27271.289255443902
FedAdam,MLP,5,0.3643150071532228,0.3258915132399393,-28279.593988234214
FedAdam,MLP,6,0.4040344481638538,0.3620934624532614,-81426.46890403097
FedAdam,MLP,7,0.4762175940557787,0.4289919150132286,-164501.30225942258
FedAdam,MLP,8,0.4913344987479559,0.4425585674668657,-174170.0975788201
FedAdam,MLP,9,0.437099237550096,0.394288731074396,-105809.24174284474
FedAdam,MLP,10,0.3797185200896479,0.3402022613713318,-45214.67785218646
FedAdam,MLP,11,0.3501431593214849,0.3106983365697265,-19609.466469468047
FedAdam,MLP,12,0.345975108083503,0.3048372346194222,-16225.093410163438
FedAdam,MLP,13,0.3639353492407765,0.3247122440375846,-26036.600776940533
FedAdam,MLP,14,0.3957611445377517,0.3587143632512939,-50658.026910563975
FedAdam,MLP,15,0.4064131358308998,0.3692311104026955,-68325.67982878961
FedAdam,MLP,16,0.3808302069154818,0.3430432929855448,-59395.30689925008
FedAdam,MLP,17,0.3485226621980555,0.3121116192706963,-38914.05927418071
FedAdam,MLP,18,0.3337307226865326,0.2976176083310522,-30562.092178451992
FedAdam,MLP,19,0.3360846591945599,0.2990551890121193,-40946.43767243823
FedAdam,MLP,20,0.344990009527953,0.307708749845493,-59188.784648966495
FedAdam,MLP,21,0.332026289762328,0.2955017834247101,-57446.2784911635
FedAdam,MLP,22,0.2939792730661943,0.25503558272689,-33556.86365962741
FedAdam,MLP,23,0.2715044210887721,0.2410313979917335,-14943.44561333145
FedAdam,MLP,24,0.271205748331728,0.2409530212752429,-14942.170366253711
FedAdam,MLP,25,0.2899196925534687,0.2529192338116559,-29512.843085198496
FedAdam,Residual,1,0.6869596300051183,0.5086808723703629,-27466.452306398816
FedAdam,Residual,2,0.7429338183726085,0.5831984343082498,-96643.74913657444
FedAdam,Residual,3,0.4984139471604177,0.4393601254388192,-186297.16349367436
FedAdam,Residual,4,0.5258625422716587,0.4317694643417435,-229937.1368775225
FedAdam,Residual,5,0.4562062847809578,0.4033293851859121,-141727.28553301503
FedAdam,Residual,6,0.5525016659422823,0.46487626346951,-64547.22983017957
FedAdam,Residual,7,0.5797325178104661,0.4707848627139898,-36589.9487190213
FedAdam,Residual,8,0.4137417234781812,0.3529968292097216,-27237.747686213475
FedAdam,Residual,9,0.2929986335481691,0.2451868513975495,-20140.614861511807
FedAdam,Residual,10,0.2845460908855852,0.2385315233956112,-17089.589358520843
FedAdam,Residual,11,0.2821476992669484,0.255270108475836,-19262.34035814416
FedAdam,Residual,12,0.4210605155751014,0.3561172885509283,-32209.730017765964
FedAdam,Residual,13,0.4433068190345756,0.3738094406277727,-40550.4332573967
FedAdam,Residual,14,0.3389992895742075,0.3019838190141587,-34533.2738849417
FedAdam,Residual,15,0.2701507443012358,0.2409925551165176,-24735.76441932605
FedAdam,Residual,16,0.2636817864356898,0.2341210744973854,-20151.019838777283
FedAdam,Residual,17,0.2998870155923282,0.269968716797594,-18081.50568084348
FedAdam,Residual,18,0.3774507450493597,0.3176265333129358,-14529.405871483896
FedAdam,Residual,19,0.3631784299550726,0.3068258069154457,-14673.988846019618
FedAdam,Residual,20,0.280038475706215,0.2503776738587079,-16713.218153499343
FedAdam,Residual,21,0.2464434598526176,0.2187131391887296,-15798.877550943036
FedAdam,Residual,22,0.2530152134870315,0.2236664822760491,-12673.98307197668
FedAdam,Residual,23,0.3154068075192611,0.271089253688529,-8784.799485817106
FedAdam,Residual,24,0.351026485477377,0.2974509081962029,-7139.877210780481
FedAdam,Residual,25,0.3119007277634007,0.2722817540875847,-7376.730847946998
FedAdam,Dual,1,0.4225638884603566,0.3680007844534825,-60565.54673200919
FedAdam,Dual,2,0.7832497343217282,0.6645313044109746,-629344.7311271154
FedAdam,Dual,3,0.8165965519801609,0.7095555681440658,-674146.6044649265
FedAdam,Dual,4,0.6000023572167511,0.5226236825877627,-352109.4172659884
FedAdam,Dual,5,0.4433013316204867,0.3931414259496179,-120997.5829478098
FedAdam,Dual,6,0.4135806476489017,0.3730957406869253,-56882.9989053562
FedAdam,Dual,7,0.4303976904172535,0.388644987294984,-53920.340330439
FedAdam,Dual,8,0.4829378645253477,0.4308043777720056,-90949.1376903916
FedAdam,Dual,9,0.5581539257022671,0.4934662254445373,-175005.94255956824
FedAdam,Dual,10,0.6091990815498745,0.5449563438475447,-263627.27056187525
FedAdam,Dual,11,0.5943070641466395,0.5331071051646201,-281258.05205318925
FedAdam,Dual,12,0.5201194146117248,0.4656559745069128,-217574.54617247725
FedAdam,Dual,13,0.437861595918158,0.3925617107031425,-133064.76381065222
FedAdam,Dual,14,0.385501345791682,0.3455859108423725,-75712.23557350882
FedAdam,Dual,15,0.3677350404861076,0.3297263299146101,-53442.4582546918
FedAdam,Dual,16,0.3670216080548514,0.3293225816950228,-48886.45812856544
FedAdam,Dual,17,0.3765632670721297,0.3368972233760126,-55046.99170520226
FedAdam,Dual,18,0.3955644662410106,0.3544423791378579,-69638.80073330733
FedAdam,Dual,19,0.4184011301034144,0.3759758579291024,-88082.60982568402
FedAdam,Dual,20,0.4313180204314986,0.3889226613202916,-100868.33161268504
FedAdam,Dual,21,0.4273339834416604,0.3857074537050954,-101448.99333755665
FedAdam,Dual,22,0.4130007338462308,0.371517717969229,-92058.98013154315
FedAdam,Dual,23,0.3992113997630463,0.3576464156615294,-80858.82160943674
FedAdam,Dual,24,0.391789564597866,0.3507055548037712,-72011.69568194236
FedAdam,Dual,25,0.391029036790686,0.3500065362974608,-66583.26990311929
FedAdam,DeepFM,1,13.240540952922451,9.456057709424064,-55721086.59304632
FedAdam,DeepFM,2,12.68038372671461,9.94263096140642,-41315910.10358084
FedAdam,DeepFM,3,11.559926977529924,7.999754867151458,-106364385.04310262
FedAdam,DeepFM,4,7.627289857172032,5.822835522921517,-54325012.3824435
FedAdam,DeepFM,5,23.080740168906036,11.302817566742586,-573209970.8365966
FedAdam,DeepFM,6,27.15991459185465,12.961635460543508,-1116968738.5932214
FedAdam,DeepFM,7,10.78540147655582,6.668014527205214,-182854524.2188341
FedAdam,DeepFM,8,11.11863298037234,7.564778036308624,-123600113.98896432
FedAdam,DeepFM,9,14.19441794916745,10.251532553788438,-90723360.38951284
FedAdam,DeepFM,10,28.36463209109517,19.580299712652064,-164791400.18756866
FedAdam,DeepFM,11,58.592943446182936,36.84539205621542,-1845059434.2932775
FedAdam,DeepFM,12,94.24923733440896,56.459345068370105,-4214073284.579745
FedAdam,DeepFM,13,129.0708332648765,71.55228959068472,-3036999467.7038665
FedAdam,DeepFM,14,119.0648479239652,59.72777344849491,-131446677.060413
FedAdam,DeepFM,15,83.01260348668569,54.679451686007695,-2206450020.3744507
FedAdam,DeepFM,16,58.675082852238354,44.465561405845605,-1984755580.777186
FedAdam,DeepFM,17,62.287174990800864,45.62262974556385,-122595273.64037783
FedAdam,DeepFM,18,81.81394370164686,58.73614918955181,-1704058181.490993
FedAdam,DeepFM,19,106.57360108246496,64.5743885945352,-7540426606.774384
FedAdam,DeepFM,20,109.22805980541342,65.05820459054098,-7833348617.54152
FedAdam,DeepFM,21,108.57502833627105,64.15905051742581,-7713206651.86819
FedAdam,DeepFM,22,85.76888392411296,52.644857678136844,-4112417765.914653
FedAdam,DeepFM,23,64.72556576615253,46.91479806615095,-1102827286.628625
FedAdam,DeepFM,24,70.05265186905143,51.02638128310809,-453499955.1966169
FedAdam,DeepFM,25,86.51466352616896,61.98938796809352,-1159129919.997254
FedAdam,AutoInt,1,765.5081770626621,746.8753810674738,-38082658301.356766
FedAdam,AutoInt,2,9741.525207001843,8689.814854734183,-13293678306836.695
FedAdam,AutoInt,3,7.138825088703757,2.984128300355901,-348255.2040942851
FedAdam,AutoInt,4,0.515459674875216,0.5054598610409534,-2470.7767392176943
FedAdam,AutoInt,5,0.5182529142342912,0.5068666252237213,-1846.1932021947237
FedAdam,AutoInt,6,0.4769011016974142,0.4616649071759624,-571.1260202203358
FedAdam,AutoInt,7,0.4060633421111846,0.3866714796670082,-410.6415082331491
FedAdam,AutoInt,8,0.3242485029367601,0.3038721723720981,-2869.49834118828
FedAdam,AutoInt,9,0.2571314039674784,0.229926540072752,-8528.719008291542
FedAdam,AutoInt,10,0.2273042547606852,0.1986509175260792,-16537.093064972723
FedAdam,AutoInt,11,0.2265249539921235,0.1999873795492577,-24218.506602424728
FedAdam,AutoInt,12,0.2397494484235199,0.2205614956432989,-29556.4109024968
FedAdam,AutoInt,13,0.2500101425674719,0.2342551589693042,-31747.074077396694
FedAdam,AutoInt,14,0.2514340451268026,0.2352000020431299,-30822.650960482697
FedAdam,AutoInt,15,0.2447737708055192,0.2249667427137572,-27522.385316012405
FedAdam,AutoInt,16,0.2327970471892189,0.2094191854888399,-22485.224486602423
FedAdam,AutoInt,17,0.2209514046277282,0.1999618706337597,-16692.501807308785
FedAdam,AutoInt,18,0.2169419379544147,0.1974258797803013,-11179.409520528334
FedAdam,AutoInt,19,0.2234185482947093,0.2057500196414589,-6934.0605331933775
FedAdam,AutoInt,20,0.2374708728703147,0.2220163585614864,-4158.462390360388
FedAdam,AutoInt,21,0.2560475573200468,0.2391179199796988,-2598.0453554779447
FedAdam,AutoInt,22,0.2708313314633696,0.2532203287828995,-1979.8700894819203
FedAdam,AutoInt,23,0.2762967619162155,0.2589145175497226,-2019.942796820287
FedAdam,AutoInt,24,0.271702304109902,0.2541206372093232,-2641.722918497029
FedAdam,AutoInt,25,0.2595399611118972,0.2411182611945014,-3885.5934747065726
FedAdam,TabNet,1,1.3044740054649018,1.1517972794274665,-351747.015461739
FedAdam,TabNet,2,0.8940203535146769,0.7313086794843154,-7317.42742262909
FedAdam,TabNet,3,0.5054762190312551,0.4535167318341602,-2935.6191594604866
FedAdam,TabNet,4,2.0393186214985186,2.0185880518546213,-574394.0997962349
FedAdam,TabNet,5,1.3178391340869775,1.2160251611984467,-156785.9779717256
FedAdam,TabNet,6,0.4797439273607473,0.4130585048026904,-10653.322583431518
FedAdam,TabNet,7,0.5602070114266968,0.4941803775269453,-3349.680887513923
FedAdam,TabNet,8,0.3638014072773544,0.3304617953059543,-49478.52701079196
FedAdam,TabNet,9,0.4651691495567106,0.4038090051163269,-65728.64234168752
FedAdam,TabNet,10,0.3306210542135319,0.2870242910718247,-14559.50370096029
FedAdam,TabNet,11,0.3553638460457567,0.3137240803985478,-2447.3184123751566
FedAdam,TabNet,12,0.3131223816952674,0.2673432030346775,-12407.661517654446
FedAdam,TabNet,13,0.2609975864841013,0.224865354636851,-34971.25075286302
FedAdam,TabNet,14,0.323222345129259,0.2768740923207757,-34861.99807218341
FedAdam,TabNet,15,0.2584961121735436,0.2254739004876366,-17704.575970094946
FedAdam,TabNet,16,0.2627144007795192,0.2370476825899315,-6899.474372486658
FedAdam,TabNet,17,0.2789939580058978,0.24852338915131,-5582.322472595792
FedAdam,TabNet,18,0.2397719000839764,0.2195394709575364,-9784.806199628563
FedAdam,TabNet,19,0.2399009559776191,0.2145540890511393,-16592.115952828648
FedAdam,TabNet,20,0.2562933367650271,0.2291942585017433,-18832.29518177388
FedAdam,TabNet,21,0.2563486901518208,0.2320571857617483,-17510.18543690579
FedAdam,TabNet,22,0.2548526557521786,0.23315959925287,-15487.382643300743
FedAdam,TabNet,23,0.2564095022337014,0.2364767984681892,-14604.39137779598
FedAdam,TabNet,24,0.252629826427476,0.2334947172022033,-15223.068122377714
FedAdam,TabNet,25,0.2464324297553095,0.2279276878479704,-16786.39806964737
FedAdam,MSARv3,1,2.5119361884406333,2.504762288765664,-1045598.8594629592
FedAdam,MSARv3,2,0.9101226484524436,0.8271192691447655,-3580.16621474013
FedAdam,MSARv3,3,0.3244928999732684,0.281386019580184,-8827.790098652898
FedAdam,MSARv3,4,0.482194342533152,0.4654243662822435,-94744.50091451836
FedAdam,MSARv3,5,1.6529630173695664,1.6138126749564976,-264150.9159656384
FedAdam,MSARv3,6,0.273939588675913,0.2391256893639614,-18836.106636972545
FedAdam,MSARv3,7,2.066231598914053,2.062201390785995,-756159.9501386753
FedAdam,MSARv3,8,0.6635984032433437,0.5478580623393737,-30830.77561614132
FedAdam,MSARv3,9,2.0026361403369464,1.9957585215359035,-265481.2078926073
FedAdam,MSARv3,10,1.523564947762624,1.4351392060465888,-370294.1079119798
FedAdam,MSARv3,11,0.8431703623449694,0.6291530732530282,-1200406.7563380827
FedAdam,MSARv3,12,0.8789610085583495,0.651456525696602,-1915598.379000109
FedAdam,MSARv3,13,0.4743026863176585,0.2562404123571928,-1370474.8752723776
FedAdam,MSARv3,14,0.5790108115782494,0.5375854779421131,-23382.953732911228
FedAdam,MSARv3,15,0.3499144390432538,0.3107725413931904,-546.5552512354926
FedAdam,MSARv3,16,0.2498069250781608,0.2314401114578825,-33637.85250263599
FedAdam,MSARv3,17,0.3298527736889835,0.2729067928395078,-28747.070954254097
FedAdam,MSARv3,18,0.3117718164602608,0.2569308295086523,-30310.65867351941
FedAdam,MSARv3,19,0.2284153895688405,0.2054182707687254,-25025.355392612764
FedAdam,MSARv3,20,0.3039450519346707,0.2561980976554547,-3143.190636518341
FedAdam,MSARv3,21,0.3119446010208372,0.2847027297938645,-843.8550988808668
FedAdam,MSARv3,22,0.227832524072806,0.2072833207270592,-11199.592440838973
FedAdam,MSARv3,23,0.2683659715891521,0.234757837935994,-36488.98378670027
FedAdam,MSARv3,24,0.2569463744836344,0.2205618178121653,-30405.4342521339
FedAdam,MSARv3,25,0.2293002238468641,0.213450449985339,-5806.054483044964
